artist_names,track_name,peak_streams,total_streams,peak_rank_max,max_days_on_chart,best_day_streams,first_appearance,uri,source,best_day_date,genres
Bruno Mars,Just the Way You Are,2641653,981388643,188,724,2641653,2023-02-03,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,Elektra (NEK),2024-11-22,['Pop']
"KAROL G, Nicki Minaj",Tusa,6437662,980996134,172,501,6437662,2020-01-01,spotify:track:7k4t7uLgtOxPwTpFmtJNTY,TUSA - Karol G & Nicki Minaj,2020-01-18,"['Rap/Hip Hop', 'Latin Musik']"
Kendrick Lamar,Not Like Us,12809644,973943398,2,240,12809644,2024-05-05,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,"Kendrick Lamar, under exclusive license to Interscope Records",2024-05-10,['Rap/Hip Hop']
Hotel Ugly,Shut up My Moms Calling,1893587,970346610,199,705,1893587,2023-01-02,spotify:track:3hxIUxnT27p5WcmjGUXNwx,"Hotel Ugly, under exclusive license to Amuseio AB",2024-11-27,['R&B']
Keane,Somewhere Only We Know,1815360,969777464,198,750,1815360,2023-01-02,spotify:track:0ll8uFnc0nANY35E0Lfxvg,Universal-Island Records Ltd.,2024-01-23,['Pop']
Jimin,Like Crazy,6013972,969061532,2,481,6013972,2023-03-25,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,BIGHIT MUSIC,2023-03-26,['Asiatische Musik']
"J Balvin, Bad Bunny",LA CANCIÓN,2427362,942838258,23,771,2427362,2023-01-01,spotify:track:0fea68AdmYNygeTGI4RC18,Universal Music Latino / Rimas,2019-08-23,"['Rap/Hip Hop', 'Latin Musik']"
JVKE,golden hour,3100355,940331723,160,503,3100355,2023-01-01,spotify:track:5odlY52u43F5BjByhxg7wg,JVKE,2023-01-17,['Pop']
Ariana Grande,positions,7829519,916255755,1,550,7829519,2022-01-01,spotify:track:35mvY5S1H3J2QZyna3TFe0,Republic Records,2020-10-30,['Pop']
Arctic Monkeys,Do I Wanna Know?,1442073,915488255,199,885,1442073,2023-01-02,spotify:track:5FVd6KXrgO9B3JPmC8OPst,Domino Recording Co,2023-11-30,['Alternative']
Post Malone,Wow.,4715948,912129520,1,577,4715948,2020-01-01,spotify:track:7xQAfvXzm3AkraOtGPWIZg,Republic Records,2019-02-01,['Rap/Hip Hop']
Eminem,The Real Slim Shady,1966501,910398351,192,866,1966501,2023-01-01,spotify:track:3yfqSUWxFvZELEM4PmlwIR,Interscope,2023-12-02,['Rap/Hip Hop']
Halsey,Without Me,4103411,905780843,3,840,4103411,2020-01-01,spotify:track:5p7ujcrUXASCNwRaWNHR1C,Capitol Records,2019-01-18,['Alternative']
Joji,Glimpse of Us,8707455,903289026,31,370,8707455,2023-01-01,spotify:track:4ewazQLXFTDC8XvCbhvtXs,88rising Music,2022-06-17,['Alternative']
"Grupo Frontera, Bad Bunny",un x100to,10134420,902327561,4,319,10134420,2023-04-17,spotify:track:6pD0ufEQq0xdHSsRbg9LBK,Rimas Entertainment LLC.,2023-04-18,['Latin Musik']
Wham!,Last Christmas,24556791,902304946,2,405,24556791,2022-11-12,spotify:track:2FRnf9qhLbvw8fu4IBXx78,Epic,2024-12-24,['Pop']
Rauw Alejandro,Todo De Ti,7399812,902083204,144,431,7399812,2022-01-01,spotify:track:3rdAz1fbUfZxYgaCviYhRo,Sony Music Latin/Duars Entertainment,2021-06-04,"['Dance', 'Rap/Hip Hop', 'Pop', 'Rock', 'Latin Musik']"
Miguel,Sure Thing,3286146,901811266,168,598,3286146,2023-01-01,spotify:track:0JXXNGljqupsJaZsgSbMZV,Jive,2023-01-20,['R&B']
Bobby Helms,Jingle Bell Rock,18917096,896432471,5,329,18917096,2023-11-11,spotify:track:6p1GHnHSJSma1orNgP7NoE,Big Buzz Productions,2024-12-24,[]
Tears For Fears,Everybody Wants To Rule The World,1700790,895763027,175,719,1700790,2023-01-01,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,UMC (Universal Music Catalogue),2024-02-07,['Pop']
Arctic Monkeys,Why'd You Only Call Me When You're High?,1605573,891501229,155,828,1605573,2023-01-02,spotify:track:086myS9r57YsLbJpU0TgK9,Domino Recording Co,2023-11-30,['Alternative']
Billie Eilish,when the party's over,3605221,888982372,11,843,3605221,2020-01-01,spotify:track:43zdsphuZLzwA9k4DJhU0I,Darkroom/Interscope Records,2019-03-29,['Alternative']
"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),3131093,887696517,14,459,3131093,2023-08-25,spotify:track:4KULAymBBJcPRpk1yO4dOG,Warner Records,2023-08-25,['Country']
"Yng Lvcas, Peso Pluma",La Bebe - Remix,6495208,886845966,102,312,6495208,2023-03-18,spotify:track:2UW7JaomAMuX9pZrjVpHAU,WM Mexico,2023-04-22,"['Rap/Hip Hop', 'Pop']"
Chris Brown,Under The Influence,4029771,886080983,189,421,4029771,2023-01-01,spotify:track:5IgjP7X4th6nMNDh4akUHb,Chris Brown Entertainment/RCA Records,2022-10-21,['R&B']
"Marshmello, Bastille",Happier,3676221,885004634,2,823,3676221,2020-01-01,spotify:track:2dpaYNEQHiRxtZbfNsse99,Joytime Collective,2019-02-08,"['Electro', 'Dance', 'Pop']"
d4vd,Here With Me,3232096,881368987,186,483,3232096,2023-01-01,spotify:track:78Sw5GDo6AlGwTwanjXbGh,Darkroom/Interscope Records,2023-02-14,['Alternative']
"Coldplay, BTS",My Universe,6768788,878060454,3,508,6768788,2023-01-02,spotify:track:46HNZY1i7O6jwTA7Slo2PI,Parlophone UK,2021-09-24,['Alternative']
"Internet Money, Gunna, Don Toliver, NAV",Lemonade (feat. NAV),4676627,875263419,112,459,4676627,2022-01-02,spotify:track:7hxHWCCAIIxFLCzvDgnQHX,Internet Money Records / TenThousand Projects,2020-10-16,['Rap/Hip Hop']
Frank Ocean,Pink + White,2097465,874061658,200,579,2097465,2023-04-12,spotify:track:3xKsf9qdS1CyvXSMEid6g8,Boys Don't Cry,2024-10-08,['Pop']
"Cardi B, Megan Thee Stallion",WAP (feat. Megan Thee Stallion),7175768,865508706,6,386,7175768,2020-08-07,spotify:track:4Oun2ylbjFKMPTiaSbbCih,Atlantic/KSR,2020-09-04,['Rap/Hip Hop']
"Ed Sheeran, Khalid",Beautiful People (feat. Khalid),6042828,864979444,3,500,6042828,2020-01-01,spotify:track:70eFcWOvlMObDhURTqT4Fv,Atlantic Records UK,2019-07-12,['Pop']
Zach Bryan,Something in the Orange,1617183,860824787,187,657,1617183,2023-01-01,spotify:track:3WMj8moIAXJhHsyLaqIIHI,Warner Records,2024-05-10,['Country']
"Jung Kook, Latto",Seven (feat. Latto),15995378,860248602,1,112,15995378,2023-07-14,spotify:track:7x9aauaA9cu6tyfpHnqDLo,BIGHIT MUSIC,2023-07-14,[]
"Bad Bunny, Feid",PERRO NEGRO,7787911,859942883,6,365,7787911,2023-10-13,spotify:track:7iQXYTyuG13aoeHxGG28Nh,Rimas Entertainment LLC,2023-10-13,['Latin Musik']
"KAROL G, Shakira",TQG,9024770,852694525,3,307,9024770,2023-02-24,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf,BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO,2023-03-04,"['Rap/Hip Hop', 'Latin Musik']"
Tyla,Water,3903939,852473397,196,411,3903939,2023-09-19,spotify:track:5aIVCx5tnk0ntmdiinnYvw,FAX Records/Epic,2023-11-17,['Pop']
"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),13949573,851580520,1,235,13949573,2024-05-10,spotify:track:7221xIgOnuakPdLqT0F3nP,Mercury Records/Republic Records,2024-05-10,[]
KAROL G,Si Antes Te Hubiera Conocido,6441001,849257350,27,194,6441001,2024-06-21,spotify:track:6WatFBLVB0x077xWeoVc2k,Bichota/Interscope Records,2024-08-24,['Latin Musik']
Myke Towers,LALA,6561472,844690095,159,282,6561472,2023-06-28,spotify:track:7ABLbnD53cQK00mhcaOUVG,WEA Latina,2023-07-14,"['Rap/Hip Hop', 'Latin Musik']"
KAROL G,PROVENZA,4074136,841595219,40,420,4074136,2023-01-01,spotify:track:7dSZ6zGTQx66c2GF91xCrb,BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO,2022-05-07,"['Rap/Hip Hop', 'Latin Musik']"
Imagine Dragons,Demons,1749568,839318486,180,676,1749568,2023-01-02,spotify:track:5qaEfEh1AtSdrdrByCP7qR,Kid Ina Korner / Interscope,2024-09-17,['Alternative']
Ariana Grande,Santa Tell Me,15074202,837042173,3,346,15074202,2023-11-11,spotify:track:0lizgQ7Qw35od7CYaoMBZb,Universal Records,2024-12-24,[]
Regard,Ride It,2795908,834403468,187,679,2795908,2020-01-01,spotify:track:2tnVG71enUj33Ic2nFN6kZ,Ministry of Sound Recordings,2019-12-31,"['Dance', 'Pop', 'International Pop', 'Rock']"
Billie Eilish,Happier Than Ever,5185866,827082250,6,482,5185866,2022-01-01,spotify:track:4RVwu0g32PAqgUiJoXsdF8,Darkroom/Interscope Records,2021-08-04,['Alternative']
Billie Eilish,everything i wanted,6706379,822582269,2,530,6706379,2022-09-11,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,Darkroom/Interscope Records,2019-11-15,['Alternative']
Doja Cat,Need to Know,4538806,820296282,35,422,4538806,2022-01-01,spotify:track:3Vi5XqYrmQgOYBajMWSvCi,Kemosabe Records/RCA Records,2021-08-20,['Pop']
The Killers,Mr. Brightside,2013473,808921543,132,1089,2013473,2023-01-01,spotify:track:003vvx7Niy0yvhvHt4a68B,Island Records,2024-12-31,['Rock']
Lil Mosey,Blueberry Faygo,3722129,807646654,115,473,3722129,2020-02-07,spotify:track:6wJYhPfqk3KGhHRG76WzOh,Mogul Vision/Interscope Records,2020-04-16,['Rap/Hip Hop']
"Lost Frequencies, Calum Scott",Where Are You Now,2581666,806820022,199,521,2581666,2023-01-01,spotify:track:3uUuGVFu1V7jTQL60S1r8z,Epic Amsterdam,2021-12-31,"['Electro', 'Techno/House', 'Dance', 'Pop']"
"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,3931158,802639623,6,435,3931158,2022-01-01,spotify:track:1LPSkqVhWVRUkKE03YUkpB,Aftermath Entertainment/Atlantic,2021-04-30,"['Pop', 'R&B']"
Taylor Swift,cardigan,7742178,798759136,1,509,7742178,2023-01-30,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,2020-07-24,[]
XXXTENTACION,Jocelyn Flores,1164603,798367156,2,1481,1164603,2022-01-02,spotify:track:7m9OqQk4RVRkw9JJdeAw96,Bad Vibes Forever / EMPIRE,2019-01-23,['Rap/Hip Hop']
Tate McRae,you broke me first,2846451,797155661,187,575,2846451,2022-01-02,spotify:track:45bE4HXI0AwGZXfZtMp8JR,RCA Records Label,2020-10-23,"['Dance', 'Pop']"
Dua Lipa,Dance The Night - From Barbie The Album,5162419,795495112,20,332,5162419,2023-05-26,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,Atlantic Records,2023-07-28,['Pop']
"Stephen Sanchez, Em Beihold",Until I Found You (with Em Beihold) - Em Beihold Version,3717786,794600853,147,439,3717786,2023-01-01,spotify:track:1Y3LN4zO1Edc2EluIoSPJN,Republic Records,2023-01-09,[]
V,Love Me Again,3773666,794406439,10,486,3773666,2023-08-11,spotify:track:2N0SPREDYqILVEFSsWF5N5,BIGHIT MUSIC,2023-08-11,['Asiatische Musik']
"Feid, Young Miko",CLASSY 101,4381012,793565773,93,373,4381012,2023-03-31,spotify:track:6XSqqQIy7Lm7SnwxS4NrGx,UMLE - Latino,2023-04-21,"['Rap/Hip Hop', 'Latin Musik']"
Taylor Swift,Lover,5550879,793476800,4,508,5550879,2023-02-14,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,2019-08-23,[]
Maluma,Hawái,6400816,793385038,64,421,6400816,2022-01-01,spotify:track:1yoMvmasuxZfqHEipJhRbp,Sony Music Latin,2020-08-29,"['Rap/Hip Hop', 'Pop', 'Latin Musik']"
Gunna,fukumean,3947656,790907518,200,368,3947656,2023-06-18,spotify:track:4rXLjWdF2ZZpXCVTfWcshS,300 Entertainment,2023-07-26,['Rap/Hip Hop']
"The Weeknd, Lana Del Rey",Stargirl Interlude,1685404,789061896,195,647,1685404,2023-01-02,spotify:track:5gDWsRxpJ2lZAffh5p7K0w,Universal Republic Records,2024-02-22,['R&B']
Michael Bublé,It's Beginning to Look a Lot like Christmas,14790986,782675876,3,322,14790986,2023-11-12,spotify:track:1rv46mRwDqMEhOBZ7vODg3,Reprise,2022-12-24,['Pop']
"Drake, 21 Savage",Jimmy Cooks (feat. 21 Savage),6639768,781719845,4,533,6639768,2023-01-01,spotify:track:3F5CgOj3wFlRv51JsHbxhe,OVO,2022-06-17,[]
Bad Bunny,Moscow Mule,11746115,781170620,1,313,11746115,2023-01-01,spotify:track:6Xom58OOXk2SoU711L2IXO,Rimas Entertainment LLC,2022-05-06,['Latin Musik']
Masked Wolf,Astronaut In The Ocean,4628495,780496141,199,387,4628495,2022-01-01,spotify:track:6E90gq0KO6FYZVOXx8kCcC,Elektra (NEK),2021-04-09,['Rap/Hip Hop']
Steve Lacy,Bad Habit,3404739,776530316,173,352,3404739,2023-01-01,spotify:track:4k6Uh1HXdhtusDW5y8Gbvy,L-M Records/RCA Records,2022-10-14,"['Pop', 'R&B']"
GAYLE,abcdefu,5475075,776489541,158,305,5475075,2022-01-01,spotify:track:4fouWK6XVHhzl78KzQ1UjL,Atlantic/Arthouse Records,2021-12-31,['Pop']
"Joel Corry, MNEK",Head & Heart (feat. MNEK),3192515,775631454,174,481,3192515,2022-01-01,spotify:track:6cx06DFPPHchuUAcTxznu9,Atlantic Records UK,2020-09-18,['Dance']
Jung Kook,Standing Next to You,6472019,773993162,2,373,6472019,2023-11-03,spotify:track:2KslE17cAJNHTsI2MI0jb2,BIGHIT MUSIC,2023-11-03,[]
BTS,Butter,11042335,773357950,2,428,11042335,2022-01-01,spotify:track:1mWdTewIgB3gtBM3TOSFhB,BIGHIT MUSIC,2021-05-21,['Asiatische Musik']
Taylor Swift,Don’t Blame Me,1686630,771043447,139,597,1686630,2023-01-02,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,"Big Machine Records, LLC",2023-10-20,[]
"Jawsh 685, Jason Derulo",Savage Love (Laxed - Siren Beat),5222103,769025852,200,381,5222103,2020-06-12,spotify:track:1xQ6trAsedVPCdbtDAmk0c,Columbia,2020-07-17,['Pop']
"Bad Bunny, Tainy",Callaita,4194487,768647082,66,497,4194487,2022-05-06,spotify:track:71wFwRo8xGc4lrcyKwsvba,Rimas Entertainment LLC,2022-05-06,['Latin Musik']
KAROL G,AMARGURA,1999201,767883173,154,517,1999201,2023-05-19,spotify:track:505v13epFXodT9fVAJ6h8k,BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO,2023-07-15,"['Rap/Hip Hop', 'Latin Musik']"
"Ozuna, Feid",Hey Mor,3245523,765218719,172,356,3245523,2023-01-01,spotify:track:1zsPaEkglFvxjAhrM8yhpr,Aura Music Corp.,2022-12-31,['Latin Musik']
Tiësto,The Business,2975887,761936265,188,499,2975887,2022-01-01,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Atlantic Records,2021-03-20,['Dance']
Kate Bush,Running Up That Hill (A Deal With God),8559687,756894641,106,240,8559687,2023-01-01,spotify:track:75FEaRjZTKLhTrFGsfMUXR,Fish People,2022-06-03,['Pop']
Jonas Brothers,Sucker,5168503,750194203,3,494,5168503,2020-01-01,spotify:track:22vgEDb5hykfaTwLuskFGD,Jonas Brothers Recording,2019-03-01,['Pop']
Ava Max,Sweet but Psycho,3381971,749587421,5,685,3381971,2023-10-31,spotify:track:7DnAm9FOTWE3cUvso43HhI,Atlantic Records,2019-01-11,['Pop']
Adele,Set Fire to the Rain,1719764,747962804,187,558,1719764,2023-01-19,spotify:track:7j4OmvkjRz0PrjFADlHfQx,XL Recordings,2023-05-12,['Pop']
"Daddy Yankee, Snow",Con Calma,4840712,747154168,119,378,4840712,2020-01-01,spotify:track:5w9c2J52mkdntKOmRLeM2m,El Cartel Records (EC3),2019-03-23,"['Rap/Hip Hop', 'Latin Musik']"
"Taylor Swift, Post Malone",Fortnight (feat. Post Malone),25204472,743386133,1,226,25204472,2024-04-19,spotify:track:2OzhQlSqBEmt7hmkYxfT6m,Taylor Swift,2024-04-19,[]
"Eminem, Juice WRLD",Godzilla (feat. Juice WRLD),5932521,740081644,4,587,5932521,2023-12-02,spotify:track:7FIWs0pqAYbP91WWM0vlTQ,Shady/Aftermath/Interscope Records,2020-01-24,[]
"Bizarrap, Shakira","Shakira: Bzrp Music Sessions, Vol. 53",14393342,739876069,1,213,14393342,2023-01-12,spotify:track:4nrPB8O7Y7wsOCJdgXkthe,DALE PLAY Records,2023-01-12,['Latin Musik']
"Topic, A7S",Breaking Me,3168249,737405828,195,490,3168249,2020-03-21,spotify:track:3H7ihDc1dqLriiWXwsc2po,Virgin,2020-07-17,['Dance']
XXXTENTACION,SAD!,1776325,736938961,1,1139,1776325,2020-01-01,spotify:track:3ee8Jmje8o58CHK66QrVC2,"Bad Vibes Forever, LLC",2019-01-11,['Pop']
blackbear,hot girl bummer,3190797,734778667,185,578,3190797,2020-01-01,spotify:track:7aiClxsDWFRQ0Kzk5KI5ku,Alamo,2019-10-30,['Pop']
Ariana Grande,"thank u, next",5787523,731674138,1,606,5787523,2020-01-01,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,Republic Records,2019-02-08,['Pop']
"Future, Drake",Life Is Good (feat. Drake),5812401,730880285,4,492,5812401,2020-01-10,spotify:track:5yY9lUy8nbvjM1Uyo1Uqoc,Epic/Freebandz,2020-01-14,"['Alternative', 'Rap/Hip Hop', 'Pop', 'Rock', 'Indie Rock/Rock Pop', 'Latin Musik']"
"ROSÉ, Bruno Mars",APT.,14596132,729996058,3,75,14596132,2024-10-18,spotify:track:5vNRhkKd0yEAg8suGBpjeY,Atlantic Records,2024-10-22,['Pop']
ROSALÍA,DESPECHÁ,4819385,728112787,7,311,4819385,2023-01-01,spotify:track:53tfEupEzQRtVFOeZvk7xq,Columbia,2022-08-12,['Pop']
Linkin Park,In the End,2364891,727562348,7,591,2364891,2023-02-10,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,Warner Records,2024-11-22,['Alternative']
Rosa Linn,SNAP,2871217,726561118,169,400,2871217,2023-01-01,spotify:track:6zJejIfVYLgjud3lTk4DLB,Nvak Collective,2022-10-21,['Pop']
The Goo Goo Dolls,Iris,2522442,725245115,170,474,2522442,2023-08-08,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,Warner Records,2024-07-31,['Pop']
Taylor Swift,august,5133322,724581476,9,488,5133322,2023-05-30,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,2023-08-01,[]
Lil Tecca,Ransom,3925157,713064794,189,469,3925157,2020-01-01,spotify:track:1lOe9qE0vR9zwWQAOk6CoO,Republic Records,2019-08-09,['Rap/Hip Hop']
Lil Nas X,THATS WHAT I WANT,5208116,712683820,3,382,5208116,2022-01-01,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,Columbia,2021-09-17,['Pop']
"Rihanna, Calvin Harris",We Found Love,2720075,712414244,197,539,2720075,2023-02-12,spotify:track:1zv3WFUbZ5vPxFq9I2jAU1,Def Jam Recordings,2023-12-31,['Pop']
Andy Williams,It's the Most Wonderful Time of the Year,13789130,706380275,6,304,13789130,2023-11-18,spotify:track:1IcR6RlgvDczfvoWJSSY2A,Columbia/Legacy,2023-12-24,['Klassik']
"Post Malone, 21 Savage",rockstar (feat. 21 Savage),1563668,705729528,1,1208,1563668,2020-01-01,spotify:track:0e7ipj03S05BNilyu5bRzt,Republic Records,2019-01-11,[]
FIFTY FIFTY,Cupid (Twin Ver.) - Live Studio Version OT4,5408180,705647517,191,279,5408180,2023-03-13,spotify:track:3Kw7zkALCVxY4wmlnh2IWC,ATTRAKT,2023-05-12,[]
John Legend,All of Me,1440543,703770419,77,1081,1440543,2023-02-14,spotify:track:3U4isOIWM3VvDubwSI3y7a,G.O.O.D. Music/Columbia,2024-02-14,"['Pop', 'R&B']"
"Calle 24, Chino Pacas, Fuerza Regida",Que Onda,3275918,698114293,71,330,3275918,2023-09-01,spotify:track:6uIIdjYTxxpWOyWuVXrKQO,Street Mob Records,2023-11-11,[]
Stephen Sanchez,Until I Found You,2563874,695173569,181,409,2563874,2023-01-01,spotify:track:6VhuP99TE6gYNQRJIlAWFD,Republic Records,2022-11-29,['Singer & Songwriter']
"Sam Smith, Normani",Dancing With A Stranger (with Normani),3446291,689734075,8,528,3446291,2020-01-01,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,PLG - Capitol,2019-02-01,['Pop']
"The Weeknd, Playboi Carti, Madonna",Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),4056748,689049461,10,397,4056748,2023-06-02,spotify:track:5xP9lQYA8YQmQh6BOxcAnR,XO / Republic Records,2024-01-26,"['Filme/Videospiele', 'Filmmusik']"
TV Girl,Lovers Rock,1604623,685371649,187,515,1604623,2023-03-12,spotify:track:6dBUzqjtbnIa1TwYbyw5CM,TV Girl,2024-01-23,['Pop']
Dasha,Austin (Boots Stop Workin'),3376339,684532694,200,295,3376339,2024-03-10,spotify:track:6b81dy3WjbozXK6b7C1gu5,Warner Records,2024-06-07,['Country']
Sabrina Carpenter,Taste,9050976,681515926,6,131,9050976,2024-08-23,spotify:track:5G2f63n7IPVPPjfNIGih7Q,Island Records,2024-08-30,['Pop']
"Coolio, L.V.",Gangsta's Paradise,3234609,681351851,187,654,3234609,2023-01-01,spotify:track:1DIXPcTDzTj8ZMHt3PDt8p,"Tommy Boy Music, LLC",2022-09-29,"['Rap/Hip Hop', 'R&B']"
"Post Malone, Young Thug",Goodbyes (feat. Young Thug),5447814,677967640,6,380,5447814,2020-01-01,spotify:track:6vBdBCoOhKHiYDDOcorfNo,Republic Records,2019-09-06,[]
Dua Lipa,Break My Heart,4276985,677055186,35,454,4276985,2020-03-26,spotify:track:1raaNykBg1bDnWENUiglUA,Urban,2020-03-27,['Pop']
Drake,Toosie Slide,6574812,676623030,2,325,6574812,2020-04-03,spotify:track:127QTOFJsJQp5LbJbu3A1y,OVO,2020-05-01,['Rap/Hip Hop']
Billie Eilish,WILDFLOWER,6821322,675287949,11,229,6821322,2024-05-17,spotify:track:3QaPy1KgI7nu9FJEQUgn6h,Darkroom/Interscope Records,2024-05-17,['Alternative']
Kenya Grace,Strangers,5042688,674562480,132,232,5042688,2023-09-01,spotify:track:5mjYQaktjmjcMKcUIcqz4s,Warner Records/Major Recordings,2023-10-06,['Dance']
Jack Harlow,Lovin On Me,5284347,672553281,17,223,5284347,2023-11-10,spotify:track:4xhsWYTOGcal8zt0J161CU,Generation Now/Atlantic,2024-01-19,['Rap/Hip Hop']
"Pop Smoke, Lil Baby, DaBaby",For The Night (feat. Lil Baby & DaBaby),3541237,671257200,9,411,3541237,2020-07-03,spotify:track:0PvFJmanyNQMseIFrU708S,Victor Victor Worldwide,2020-10-02,['Rap/Hip Hop']
Xavi,La Diabla,6012846,669235091,169,208,6012846,2023-12-08,spotify:track:0R6NfOiLzLj4O5VbYSJAjf,Interscope Records,2024-01-20,[]
Doja Cat,Say So,3797897,668959064,171,409,3797897,2020-01-01,spotify:track:3Dv1eDb0MEgF93GpLXlucZ,Kemosabe Records/RCA Records,2020-03-06,['R&B']
"PinkPantheress, Ice Spice",Boy's a liar Pt. 2,6115975,666437216,115,244,6115975,2023-02-05,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv,Warner Records,2023-02-24,['Pop']
"The Weeknd, Ariana Grande",Save Your Tears (with Ariana Grande) (Remix),5039298,666311826,3,332,5039298,2022-01-01,spotify:track:37BZB0z9T8Xu7U3e65qxFy,Republic Records,2021-04-23,[]
Sia,Snowman,12956323,665293494,133,283,12956323,2023-11-12,spotify:track:7uoFMmxln0GPXQ0AcCBXRq,Monkey Puzzle/Atlantic,2024-12-24,[]
Juice WRLD,Robbery,2946918,664182630,80,656,2946918,2020-01-01,spotify:track:6Hj9jySrnFppAI0sEMCZpJ,Grade A Productions/Interscope Records,2019-12-09,['Rap/Hip Hop']
Elley Duhé,MIDDLE OF THE NIGHT,2708200,659624921,199,410,2708200,2023-01-01,spotify:track:58HvfVOeJY7lUuCqF0m3ly,Not Fit For Society/RCA Records,2022-04-29,['Pop']
"Justin Bieber, Quavo",Intentions (feat. Quavo),5863115,657917216,5,378,5863115,2020-02-14,spotify:track:4umIPjkehX1r7uhmGvXiSV,RBMG/Def Jam,2020-02-14,[]
"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",China,5025519,656763474,52,315,5025519,2020-01-01,spotify:track:2ksOAxtIxY8yElEWw8RhgK,"2019 Real Hasta La Muerte, LLC.",2019-08-02,['Latin Musik']
Harry Styles,Late Night Talking,10105889,655670922,2,347,10105889,2023-01-01,spotify:track:1qEmFfgcLObUfQm0j1W2CK,Columbia,2022-05-20,['Pop']
Feid,Feliz Cumpleaños Ferxxo,2514906,652418152,126,383,2514906,2023-01-01,spotify:track:2CeKVsFFXG4QzA415QygGb,UMLE - Latino,2023-03-11,"['Rap/Hip Hop', 'Latin Musik']"
"Charlie Puth, Jung Kook, BTS",Left and Right (Feat. Jung Kook of BTS),6792908,643640467,3,356,6792908,2023-01-01,spotify:track:5Odq8ohlgIbQKMZivbWkEo,Atlantic Records,2022-06-24,[]
"Maluma, Carin Leon",Según Quién,3043340,642115883,191,336,3043340,2023-09-14,spotify:track:4bw8mcDUSRWfQo63ZTYRnU,Sony Music Latin,2023-10-21,['Pop']
The Weeknd,The Hills,1858332,641386629,154,697,1858332,2023-01-01,spotify:track:7fBv7CLKzipRk6EC6TWHOB,Universal Republic Records,2021-02-08,['R&B']
"Yandel, Feid",Yandel 150,4238967,630470976,167,244,4238967,2023-01-04,spotify:track:2oiixB9QMIzhWaHGVlQx4g,La Leyenda LLC,2023-03-04,['Latin Musik']
"Rauw Alejandro, Chencho Corleone",Desesperados,3113737,628708102,176,378,3113737,2023-01-01,spotify:track:6mmPpaltUZK7xjNlBPQQ0p,Sony Music Latin/Duars Entertainment,2022-02-19,"['Afrikanische Musik', 'Rap/Hip Hop', 'Pop', 'Reggae', 'R&B', 'Latin Musik']"
"cassö, RAYE, D-Block Europe",Prada,3202209,625665084,135,319,3202209,2023-08-18,spotify:track:59NraMJsLaMCVtwXTSia8i,Ministry of Sound Recordings,2023-12-31,"['Electro', 'Techno/House', 'Dance', 'Pop']"
Fleetwood Mac,Dreams - 2004 Remaster,2441194,624368890,124,581,2441194,2023-08-24,spotify:track:0ofHAoxe9vBkTCp2UQIavz,Rhino/Warner Records,2020-10-10,['Rock']
Quevedo,Columbia,4556279,623178027,29,252,4556279,2023-07-07,spotify:track:6XbtvPmIpyCbjuT0e8cQtp,Quevedo,2023-08-04,[]
Natasha Bedingfield,Unwritten,3475439,609303555,197,314,3475439,2024-01-11,spotify:track:3U5JVgI2x4rDyHGObzJfNf,Sony Music CG,2024-02-23,['Pop']
SZA,Saturn,3908695,608916771,12,270,3908695,2024-02-23,spotify:track:1bjeWoagtHmUKputLVyDxQ,Top Dawg Entertainment/RCA Records,2024-02-23,['R&B']
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,14324413,608309668,25,245,14324413,2023-11-18,spotify:track:2uFaJJtFpPDc5Pa95XzTvg,Capitol Records,2024-12-24,[]
Kelly Clarkson,Underneath the Tree,14543628,605519486,18,264,14543628,2023-11-18,spotify:track:3nAp4IvdMPPWEH9uuXFFV5,RCA Records Label,2024-12-24,['Pop']
