artist_names,track_name,peak_streams,total_streams,peak_rank_max,max_days_on_chart,best_day_streams,first_appearance,uri,source,best_day_date,genres
The Lumineers,WHERE WE ARE,815620,815620,191,1,815620,2022-01-14,spotify:track:4MTmAFWHpvB9kPMSRgLFRp,Decca (UMO),2022-01-14,['Alternative']
"benny blanco, Calvin Harris, Miguel",I Found You / Nilda’s Story (with Calvin Harris & Miguel),815387,815387,121,1,815387,2019-01-04,spotify:track:3eVuglKxN2sjoIGHAsFAge,Friends Keep Secrets/Interscope Records,2019-01-04,['Pop']
Eminem,Venom - Remix,815372,815372,182,1,815372,2021-10-08,spotify:track:6kUaRtXf19fu5IQWjmwsEJ,Shady Records/Interscope Records,2021-10-08,['Rap/Hip Hop']
Lorde,Big Star,815146,815146,192,1,815146,2021-08-20,spotify:track:6Hgk1HQsWfx6VmivH45Csc,Universal Music New Zealand Limited,2021-08-20,['Alternative']
ScHoolboy Q,5200,815137,815137,143,1,815137,2019-04-26,spotify:track:1e3GEwsaXtBNtPfooQimDn,Top Dawg Entertainment/Interscope Records,2019-04-26,['Rap/Hip Hop']
"Reik, Rauw Alejandro",Loquita,814580,814580,174,1,814580,2021-08-13,spotify:track:2OTULPNeQUkwQ0tNzcG7tj,Sony Music México,2021-08-13,['Pop']
ABBA,Keep An Eye On Dan,814337,814337,194,1,814337,2021-11-05,spotify:track:1OC16r1BdQO6hK2iqmvwXF,Polar Music International AB,2021-11-05,['Pop']
"Avicii, Vargas & Lagola",Excuse Me Mr Sir (feat. Vargas & Lagola),814061,814061,162,1,814061,2019-06-07,spotify:track:5dVUSdsePmEKkq4ryfrobU,Universal Music AB,2019-06-07,['Dance']
ZAYN,Sweat,813863,813863,168,1,813863,2021-01-15,spotify:track:6ZHRi0QxzSnlevyhyNkj4a,RCA Records Label,2021-01-15,['Pop']
"Booba, Maes",VVV,813545,813545,179,1,813545,2021-03-05,spotify:track:0Q1ZthgaRH9sLIHHDrzX4X,Universal Music Distribution Deal,2021-03-05,['Rap/Hip Hop']
Lil Tjay,Losses - Bonus,813511,813511,178,1,813511,2020-10-30,spotify:track:3bAzFi7wGuOXJdgOYyFDSW,Columbia,2020-10-30,"['Rap/Hip Hop', 'Pop']"
Nipsey Hussle,Grinding All My Life,813259,813259,132,1,813259,2019-04-01,spotify:track:3R9j8urSPiBbapNbyuSYkE,Atlantic Records,2019-04-01,['Rap/Hip Hop']
The 1975,Frail State Of Mind,813211,813211,148,1,813211,2019-10-25,spotify:track:2i1CnSeLjppv41BTuc7qhY,Polydor Records,2019-10-25,['Alternative']
"Pusha T, JAY-Z, Pharrell Williams",Neck & Wrist (feat. JAY-Z & Pharrell),812915,812915,198,1,812915,2022-04-08,spotify:track:5QNW6Vx14N4OfJ7D0eDg0d,"Getting Out Our Dreams, Inc./Def Jam Recordings",2022-04-08,['Rap/Hip Hop']
Gunna,FEIGNING,812787,812787,144,1,812787,2020-05-22,spotify:track:7qaoXmlsSrndaQeDRPpOeW,300 Entertainment,2020-05-22,['Rap/Hip Hop']
"RBD, Anahí, Dulce María, Maite Perroni, Christian Chávez, Christopher von Uckermann, Alfonso Herrera",Ser O Parecer,812531,812531,161,1,812531,2020-09-04,spotify:track:5sgvzXoYFCr5F5tUZdAA20,Universal Music Mexico,2020-09-04,['Pop']
"Miksu / Macloud, Nimo, Jamule",Frag mich nicht,812141,812141,193,1,812141,2021-03-26,spotify:track:46zfTi4Wg6mmkOBPimtg6X,Futura,2021-03-26,"['Rap/Hip Hop', 'Deutsche Musik']"
"187 Strassenbande, Bonez MC, Maxwell, LX, Sa4",Vielen Dank,812090,812090,197,1,812090,2021-05-21,spotify:track:4xN9cgMVhYyhnugUFZdhcZ,187 Strassenbande,2021-05-21,['Rap/Hip Hop']
Chance the Rapper,We Go High,812040,812040,126,1,812040,2019-07-27,spotify:track:01GmGxOPy22EdAZGC0X6q1,Chance the Rapper,2019-07-27,['Rap/Hip Hop']
"MACHETE, Salmo, Lazza",BUD SPENCER - prod. Dade - Low Kidd - Salmo,811946,811946,146,1,811946,2019-07-05,spotify:track:46HYFOcfvg2W8a8FccaRvO,Epic,2019-07-05,['Rap/Hip Hop']
Solange,Stay Flo,811241,811241,150,1,811241,2019-03-01,spotify:track:6GCIYIWUBSLontW6divqsw,Saint Records/Columbia,2019-03-01,['R&B']
"Salmo, Noyz Narcos",GHIGLIOTTINA - feat. Noyz Narcos,810736,810736,184,1,810736,2021-10-01,spotify:track:01BCvCKQNDmFQQQSjrzPnm,Columbia,2021-10-01,['Rap/Hip Hop']
Jonas Brothers,Hesitate,810407,810407,165,1,810407,2019-06-07,spotify:track:7fiFJADUcHwTdYLmnZeLAy,Jonas Brothers Recording,2019-06-07,['Pop']
Van Halen,Ain't Talkin' 'Bout Love - 2015 Remaster,810273,810273,145,1,810273,2020-10-07,spotify:track:6fybp4N6eW3bsFAvARxyVe,Rhino/Warner Records,2020-10-07,['Pop']
"Anuel AA, Travis Barker",No Llores Mujer,809782,809782,145,1,809782,2020-05-29,spotify:track:6VN85VvNB8w1QbJCXW8rTC,"2020 Real Hasta La Muerte, LLC",2020-05-29,['Latin Musik']
"King Von, Polo G",The Code (feat. Polo G),809640,809640,162,1,809640,2020-11-07,spotify:track:5NOUjBikzECEJyZMTxtErD,"Forever and a Day, LLC / EMPIRE",2020-11-07,[]
"David Guetta, HUMAN(X), Sofía Reyes, Abraham Mateo, De La Ghetto, Manuel Turizo, Zion & Lennox, Lalo Ebratt, Thalia, Maejor",Pa' La Cultura,808568,808568,151,1,808568,2020-08-07,spotify:track:3MR5Lnhd6uCIgLXSK7nmyX,WEA Latina,2020-08-07,['Latin Musik']
Lauv,Changes,807822,807822,130,1,807822,2020-01-03,spotify:track:3vUc9WQpoca15404jNdzf9,Lauv,2020-01-03,['Pop']
"Future, Lil Uzi Vert",Bought A Bad Bitch,807798,807798,165,1,807798,2020-11-13,spotify:track:5syD6f38Jhckk5g9DgoCta,Generation Now/Atlantic,2020-11-13,['Rap/Hip Hop']
"Lazza, Sfera Ebbasta, Capo Plaza",Gigolò (feat. Sfera Ebbasta & Capo Plaza),807084,807084,153,1,807084,2019-10-04,spotify:track:4KilYheWwxakB1L43ECTeP,Universal Music Italia srL.,2019-10-04,['Rap/Hip Hop']
Stromae,Invaincu,806715,806715,193,1,806715,2022-03-04,spotify:track:2GiZ3sC2p1Cc2t2gbdMKsN,Universal Music Division Carthage Music,2022-03-04,['Pop']
"Sean Paul, Sia",Dynamite,806651,806651,193,1,806651,2021-10-22,spotify:track:0fQfJFfngYfG26560HLMLN,Universal-Island Records Ltd.,2021-10-22,['Pop']
ABBA,I Can Be That Woman,806345,806345,198,1,806345,2021-11-05,spotify:track:2JNzo5lIfJNFXV1ttcLD7r,Polar Music International AB,2021-11-05,['Pop']
Halsey,Easier than Lying,806215,806215,187,1,806215,2021-08-27,spotify:track:7N1TIml2jRQRgXUrpXgXrk,Capitol Records,2021-08-27,['Alternative']
Luciano,Trippin’,805189,805189,154,1,805189,2020-03-27,spotify:track:1KKooKZBpTAPVFjGvStjsa,Urban,2020-03-27,['Rap/Hip Hop']
Halsey,I HATE EVERYBODY,804865,804865,197,1,804865,2020-01-17,spotify:track:35FjZytt5TukIgJD86UybL,Capitol Records,2020-01-17,['Alternative']
"Grupo Firme, Carin Leon",El Tóxico,804765,804765,136,1,804765,2022-01-01,spotify:track:7E9GeFGfjXw9LAI4ay6rsw,Music VIP,2022-01-01,[]
Bryson Tiller,Next To You,804269,804269,187,1,804269,2020-10-02,spotify:track:2SSyJ6hTS0JeHTg63wVDZ7,TrapSoul/RCA Records,2020-10-02,['R&B']
Nekfeu,Takotsubo,804253,804253,169,1,804253,2019-06-07,spotify:track:2SlzpQnpdEetONMktRWUKS,Universal Music Division Carthage Music,2019-06-07,['Rap/Hip Hop']
SEVENTEEN,Rock with you,804203,804203,194,1,804203,2021-10-22,spotify:track:6LnEoRQKMcaFTR5UvaKuBy,PLEDIS Entertainment,2021-10-22,['Asiatische Musik']
Childish Gambino,0.00,804034,804034,125,1,804034,2020-03-22,spotify:track:4Ksj9mKfsYC5b8v8Ey3c8I,Wolf+Rothstein/RCA Records,2020-03-22,[]
Trippie Redd,Supernatural,803519,803519,198,1,803519,2021-08-20,spotify:track:0Vn54m592UkfxfuvAuSr3H,"1400 Entertainment, Inc. / 10K Projects",2021-08-20,['Rap/Hip Hop']
Hayley Williams,Simmer,803506,803506,161,1,803506,2020-01-23,spotify:track:4O2XaXdnpyUPj90lNq1bIR,Atlantic Records,2020-01-23,['Alternative']
Aventura,Inmortal,803296,803296,177,1,803296,2019-04-05,spotify:track:2swZ0X1njeU32SNJeBKIfW,Sony Music Latin,2019-04-05,"['Pop', 'Latin Musik']"
Apache 207,Sport,803053,803053,196,1,803053,2021-11-26,spotify:track:0rRn3j1DLkhEI6XL52Gaie,Four Music/Two Sides,2021-11-26,['Rap/Hip Hop']
Rammstein,Was ich liebe,802974,802974,166,1,802974,2019-05-17,spotify:track:4anzVbFPUuZTw0KQeZ0qnu,Rammstein,2019-05-17,['Rock']
Big Sean,Single Again,802341,802341,147,1,802341,2019-07-26,spotify:track:7IP0lO9tHfNwBWZ9X6TJ84,"Getting Out Our Dreams, Inc./Def Jam Recordings",2019-07-26,['Rap/Hip Hop']
"Major Lazer, Skip Marley, Diplo",Can't Take It From Me,801943,801943,148,1,801943,2019-05-10,spotify:track:1MBtNXoT6cXrrSstG07Lf7,Mad Decent,2019-05-10,"['Electro', 'Dance']"
Alec Benjamin,Oh My God,801857,801857,197,1,801857,2020-02-14,spotify:track:2U12JbtnFSYa5Av5wEcEDX,P2020,2020-02-14,['Pop']
"Nekfeu, Vanessa Paradis",Dans l'univers,801164,801164,170,1,801164,2019-06-07,spotify:track:3OmMEncU5Z8hZJVKwAMZpk,Universal Music Division Carthage Music,2019-06-07,['Rap/Hip Hop']
"Becky G, Ozuna",No Drama,800839,800839,185,1,800839,2020-10-30,spotify:track:5Jq958VQwRyQFujau4TMKD,Kemosabe Records/RCA Records/Sony Music Latin,2020-10-30,['Latin Musik']
Lana Del Rey,The Next Best American Record,800030,800030,170,1,800030,2019-08-30,spotify:track:7vRfxLcDDwgYW2WTrtEgUV,Polydor Records,2019-08-30,['Alternative']
Salmo,MI SENTO BENE,799657,799657,193,1,799657,2021-10-01,spotify:track:2v4kWcQ7LWML8TEQmLDAEO,Columbia,2021-10-01,['Rap/Hip Hop']
"Marracash, Guè",QUALCOSA IN CUI CREDERE - Lo scheletro,799618,799618,148,1,799618,2019-10-31,spotify:track:39hRcGieqFaKfZ7LN91Vy5,Universal Music Italia srL.,2019-10-31,['Rap/Hip Hop']
"AFROJACK, David Guetta",Hero,799382,799382,186,1,799382,2021-04-30,spotify:track:29p6UW08MXzwj9thWBW3uF,Wall Recordings,2021-04-30,['Dance']
"Don Toliver, Travis Scott",You (feat. Travis Scott),799162,799162,191,1,799162,2021-10-08,spotify:track:4qS2KPWvsQzLvRa9oCHw41,Cactus Jack / Atlantic,2021-10-08,['Rap/Hip Hop']
"Th CDM, Batidão Stronda",Preta do Cabelo Cacheado,798984,798984,175,1,798984,2021-05-01,spotify:track:3lJ8BcGM1ROQ1ufneU3Qya,PH Produções,2021-05-01,['Brasilianische Musik']
"Ufo361, Gunna",On Time,798638,798638,152,1,798638,2019-07-19,spotify:track:4e3VIoNlhRV6seqSAerKtG,Stay High,2019-07-19,['Rap/Hip Hop']
"Nekfeu, Nemir",Elle pleut,798518,798518,171,1,798518,2019-06-07,spotify:track:31ljIjVJOgopnyNposqPhm,Universal Music Division Carthage Music,2019-06-07,['Rap/Hip Hop']
Sia,Saved My Life,798276,798276,135,1,798276,2020-05-08,spotify:track:5cpw6QKJcoXzpNBLNUJx2i,Monkey Puzzle/Atlantic,2020-05-08,['Pop']
Gunna,MET GALA,797812,797812,151,1,797812,2020-05-22,spotify:track:4loM16743hROPC6uIJG6wM,300 Entertainment,2020-05-22,['Rap/Hip Hop']
"Leon Bridges, John Mayer",Inside Friend (feat. John Mayer),797681,797681,123,1,797681,2020-04-10,spotify:track:4ehkZtzPTbjsRULRfQSWYu,Columbia,2020-04-10,"['Alternative', 'R&B', 'Contemporary Soul']"
"MC Teteu, Dj Serpinha",Black Lança (Catucando Gostosinho),797260,797260,186,1,797260,2022-02-26,spotify:track:3qmdfYpfvKRIXmWaLllHZ3,2click Produções,2022-02-26,"['Brasilianische Musik', 'Soul & Funk']"
Lil Tjay,Born 2 Be Great,796464,796464,165,1,796464,2021-04-02,spotify:track:3AmqJsyZDFA8EHC461R7bY,Columbia,2021-04-02,"['Rap/Hip Hop', 'Pop']"
"Trei Degete, Squeezie, Myd, KronoMuzik","Time Time (feat. Squeezie, Myd & KronoMuzik)",796437,796437,188,1,796437,2021-11-17,spotify:track:5wKDPtbdggE1roeVp3UdXX,Epic Local,2021-11-17,['Pop']
Marshmello,Proud,795841,795841,148,1,795841,2019-07-05,spotify:track:4YXKVaWzHaVyDq2pVS5cgR,Joytime Collective,2019-07-05,"['Electro', 'Dance']"
Booba,Je sais,795341,795341,186,1,795341,2021-03-05,spotify:track:352ZjWTgxP3OOjsZYpv0kz,Universal Music Distribution Deal,2021-03-05,['Rap/Hip Hop']
"Eno, Nimo",Kommunikation,794366,794366,178,1,794366,2020-01-24,spotify:track:2GdDsXV5v47AZsuwtGjKKy,Alles Oder Nix Records,2020-01-24,['Rap/Hip Hop']
RAF Camora,Guapa,794031,794031,194,1,794031,2021-10-08,spotify:track:5FsV0biZgb8tmQtau5LxKz,Indipendenza,2021-10-08,"['Rap/Hip Hop', 'Deutsche Musik']"
"Sick Luke, Shiva, Capo Plaza, Tedua, Pyrex","DREAM TEAM (feat. Pyrex, Capo Plaza, Tedua & Shiva)",794006,794006,199,1,794006,2022-01-07,spotify:track:1QlqHpITeEHB4EWFGqks9J,Universal Music Italia srL.,2022-01-07,['Pop']
"Lil Baby, Moneybagg Yo",No Sucker (feat. Moneybagg Yo),793716,793716,170,1,793716,2020-02-28,spotify:track:6A9wHAasMxed0firnDao1K,Quality Control/Motown Records,2020-02-28,[]
"Tayrone, Marília Mendonça",Cê Tá Preparada - Ao Vivo,793078,793078,141,1,793078,2022-01-01,spotify:track:1tYJnXtKLoWVIL4lZOouQG,Universal Music Ltda.,2022-01-01,['Brasilianische Musik']
Troye Sivan,Easy,793062,793062,154,1,793062,2020-07-17,spotify:track:3gwoz4xZuye0agjYgrC2je,EMI Recorded Music Australia Pty Ltd,2020-07-17,['Pop']
"Lil Baby, Young Thug",We Should (feat. Young Thug),792987,792987,171,1,792987,2020-02-28,spotify:track:5ixKkLQSriCQakDWbdW8qD,Quality Control/Motown Records,2020-02-28,[]
Booba,5G,792697,792697,176,1,792697,2020-11-06,spotify:track:4EmLZvANhzJKh2Dt4k2GQK,Tallac Records,2020-11-06,['Rap/Hip Hop']
Apache 207,28 Liter,791758,791758,161,1,791758,2020-07-31,spotify:track:1Y8V7yhFFrFjzBQtOH4ap7,Four Music Local,2020-07-31,['Rap/Hip Hop']
The Black Keys,Lo/Hi,791570,791570,163,1,791570,2019-03-08,spotify:track:6XRgC4KAp4upKu0v7H4tQo,Nonesuch,2019-03-08,['Alternative']
"Offset, Big Rube",Father Of 4 (feat. Big Rube),791366,791366,164,1,791366,2019-02-22,spotify:track:57QievAWQ13DWl20Obiz8E,Quality Control Music/Motown Records,2019-02-22,[]
"Meek Mill, Justin Timberlake",Believe (feat. Justin Timberlake),791313,791313,160,1,791313,2020-02-07,spotify:track:6fvqvUQr12qghH4N8gpAch,MMG/Atlantic,2020-02-07,['Rap/Hip Hop']
Samra,Schüsse im Regen,791302,791302,180,1,791302,2020-02-21,spotify:track:3RgJvQlTg7tp5mXtylDXYx,Urban,2020-02-21,['Rap/Hip Hop']
"Drake, James Fauntleroy",Girls Love Beyoncé (feat. James Fauntleroy),790950,790950,150,1,790950,2019-08-02,spotify:track:56NDFbD0tCUawnqeU2wcvv,OVO,2019-08-02,[]
David Guetta,Get Together,790922,790922,191,1,790922,2021-05-07,spotify:track:46W9QGI2bVjitikXmpHFgv,Parlophone (France),2021-05-07,['Dance']
Booba,Azerty,790840,790840,189,1,790840,2021-03-05,spotify:track:4uqh1AFQaNojpqgtQFgUPE,Universal Music Distribution Deal,2021-03-05,['Rap/Hip Hop']
"Ellie Goulding, Lauv",Slow Grenade,790083,790083,149,1,790083,2020-07-03,spotify:track:5z8uLrYMcUVvzTV28twt44,Polydor Records,2020-07-03,['Pop']
"Gunna, Nechie",ADDYS (feat. Nechie),790069,790069,155,1,790069,2020-05-22,spotify:track:3SGgeDQ3cAuNSFb03PjXtv,300 Entertainment,2020-05-22,['Rap/Hip Hop']
ZAYN,Tightrope,789803,789803,177,1,789803,2021-01-15,spotify:track:44ngiCPfS8FfdJOqN0eULl,RCA Records Label,2021-01-15,['Pop']
Dan + Shay,I Should Probably Go To Bed,789715,789715,162,1,789715,2020-07-31,spotify:track:5ovVcYo2MvjVydFwFyaaqy,Warner Music Nashville,2020-07-31,['Country']
Damso,INTRO,788835,788835,163,1,788835,2020-09-18,spotify:track:1P0BLHYuyZRr10yMct6qdE,Trente-quatre Centimes,2020-09-18,['Rap/Hip Hop']
"Gorillaz, slowthai, SOFT PLAY",Momentary Bliss (feat. slowthai and Slaves),788712,788712,174,1,788712,2020-01-31,spotify:track:5zZWKugaE2ZmnZN77HVfUH,Parlophone UK,2020-01-31,[]
Luciano,Im Plus,788694,788694,155,1,788694,2019-06-28,spotify:track:4HzB8cumQgivTBscS2b487,Urban,2019-06-28,['Rap/Hip Hop']
Lil Nas X,Kick It,788676,788676,147,1,788676,2019-06-21,spotify:track:3qIV7Rnj3ZxLs2JcLPUbFV,Columbia,2019-06-21,['Alternative']
ScHoolboy Q,Tales,788434,788434,151,1,788434,2019-04-26,spotify:track:6kmSmIbfnGTaGCgwFW7umS,Top Dawg Entertainment/Interscope Records,2019-04-26,['Rap/Hip Hop']
Salmo,KUMITE,788207,788207,199,1,788207,2021-10-01,spotify:track:6yaNNYWPjkWHbh1jADEyJO,Columbia,2021-10-01,['Rap/Hip Hop']
Freeze corleone,Freeze Raël,788104,788104,154,1,788104,2020-09-11,spotify:track:6DPrYPPGYK218iVIZDix3i,Universal Music Division Virgin Music Distribution Deal,2020-09-11,['Rap/Hip Hop']
"MACHETE, Jack The Smoker, Beba, Salmo",IO PUO' (feat. Salmo) - prod. Low Kidd,788066,788066,150,1,788066,2019-07-05,spotify:track:2zVawCwOXmkr5pFw5O6MoB,Epic,2019-07-05,['Rap/Hip Hop']
"Shiva, thasup",Calmo - feat. tha Supreme,788015,788015,168,1,788015,2020-01-23,spotify:track:6A5qLjVbEC2vNlu17tsExI,Jive,2020-01-23,[]
Megan Thee Stallion,Shots Fired,787781,787781,185,1,787781,2020-11-20,spotify:track:3yhhv0VCmKkAWD9ysDLpTE,300 Entertainment,2020-11-20,['Rap/Hip Hop']
"Ed Sheeran, Travis Scott, MK",Antisocial (with Travis Scott) - MK Remix,787607,787607,165,1,787607,2020-02-07,spotify:track:1qf82BwoRe9zdLvyvx7oGP,Atlantic Records UK,2020-02-07,[]
"DJ Khaled, Nas, JAY-Z, James Fauntleroy","SORRY NOT SORRY (feat. Nas, JAY-Z & James Fauntleroy) - Harmonies by The Hive",787385,787385,196,1,787385,2021-04-30,spotify:track:5OypcrFg58e4k2iYHi69ED,Epic/We The Best,2021-04-30,['Rap/Hip Hop']
Coldplay,Everyday Life,787298,787298,145,1,787298,2019-11-08,spotify:track:6WMf0Om41Z6HlMzXFuZ4F0,Parlophone UK,2019-11-08,['Alternative']
"Christian Nodal, Banda MS de Sergio Lizárraga",La Sinvergüenza,786876,786876,188,1,786876,2021-09-25,spotify:track:1xO7tp4J5Wj0NeKrzIpd1V,"Producciones Ladon, S.A de C.V./Sony Music México",2021-09-25,['Ranchera']
"ZAYN, Syd",When Love's Around (feat. Syd),786654,786654,179,1,786654,2021-01-15,spotify:track:6bL1Rqcx1RXG6VsMmrYN8F,RCA Records Label,2021-01-15,['Pop']
Ellie Goulding,Flux,785963,785963,157,1,785963,2019-03-01,spotify:track:4zb3kFL9fXrrfTwIY4CcDy,Polydor Records,2019-03-01,['Pop']
Ufo361,Irina Shayk,785727,785727,175,1,785727,2019-06-07,spotify:track:4Sokm1cWK36H2WctWWRGf1,Stay High,2019-06-07,['Rap/Hip Hop']
"Marracash, Coez",QUELLI CHE NON PENSANO - Il cervello,785313,785313,150,1,785313,2019-10-31,spotify:track:6l1Jnqfu7GAOV4MDgA2bNP,Universal Music Italia srL.,2019-10-31,['Rap/Hip Hop']
Gunna,Wit It,785070,785070,165,1,785070,2019-02-22,spotify:track:1unFtbwcAnSGgYPmp52vc0,300 Entertainment,2019-02-22,['Rap/Hip Hop']
"Morat, Sebastian Yatra",Bajo La Mesa,784859,784859,156,1,784859,2020-05-22,spotify:track:7BEPdOI0neT6p7PnLViqmH,Universal Music Spain S.L.,2020-05-22,"['Pop', 'Latin Musik']"
Lil Yachty,Split/Whole Time,784715,784715,156,1,784715,2020-05-29,spotify:track:62hpoPrA3rtfeX1aWONig5,Quality Control Music/Motown Records,2020-05-29,['Rap/Hip Hop']
One Direction,Olivia,784452,784452,152,1,784452,2020-07-23,spotify:track:5dONhl6aXFuN86UBdayF6W,Syco Music,2020-07-23,['Pop']
"Booba, Dala",Vue sur la mer,783883,783883,192,1,783883,2021-03-05,spotify:track:6cXNliTOTb6IrU4YhyH10J,Universal Music Distribution Deal,2021-03-05,['Rap/Hip Hop']
Lana Del Rey,Happiness is a butterfly,783313,783313,182,1,783313,2019-08-30,spotify:track:3lG6OtGDsYAOALxEmubQQm,Polydor Records,2019-08-30,['Alternative']
Logic,Vaccine,783292,783292,187,1,783292,2021-07-02,spotify:track:3SDCwIs4eizbx4rDIgB9Lf,Def Jam Recordings,2021-07-02,['Rap/Hip Hop']
Damso,Ω. VIVRE UN PEU,783257,783257,166,1,783257,2021-04-29,spotify:track:5UNFWkGaEJgQFqoJxZWMzm,Trente-quatre Centimes,2021-04-29,['Rap/Hip Hop']
"Bozza, Samra",Unbekannt,782593,782593,150,1,782593,2020-07-03,spotify:track:0iqichhGnbEy9w6p4sytpW,Def Jam Germany,2020-07-03,['Rap/Hip Hop']
Miley Cyrus,High,781860,781860,194,1,781860,2020-11-27,spotify:track:2LseyBkPJv7r7wCt2yMEgX,RCA Records Label,2020-11-27,['Pop']
MERO,Bogota,781783,781783,160,1,781783,2020-05-29,spotify:track:29TUkNnrShE2xvCZcCb6Xa,Groove Attack TraX,2020-05-29,['Rap/Hip Hop']
Tusse,Voices,781736,781736,153,1,781736,2021-05-23,spotify:track:5zxZ7M4RgWZUHlMEwac8vt,Universal Music AB,2021-05-23,['Pop']
Bon Iver,Naeem,781309,781309,152,1,781309,2019-08-09,spotify:track:1ff60tDWdcdVN6PtKQXWny,Jagjaguwar,2019-08-09,"['Alternative', 'Singer & Songwriter']"
"Nipsey Hussle, Belly, Dom Kennedy",Double Up (feat. Belly and Dom Kennedy),781007,781007,140,1,781007,2019-04-01,spotify:track:4iVD0fTHGxV9JWloujsL3s,Atlantic Records,2019-04-01,['Rap/Hip Hop']
Damso,ROSE MARTHE'S LOVE,779902,779902,166,1,779902,2020-09-18,spotify:track:1ktmwAlpfYjFQkrCBHmbPK,Trente-quatre Centimes,2020-09-18,['Rap/Hip Hop']
Charlie Puth,Mother,779645,779645,158,1,779645,2019-09-13,spotify:track:6rVNnvyNeibts1uOqdSNIw,Artist Partner,2019-09-13,['Pop']
Nekfeu,Menteur menteur,778252,778252,176,1,778252,2019-06-07,spotify:track:5BX0UF54txMgYG73sVNeJJ,Universal Music Division Carthage Music,2019-06-07,['Rap/Hip Hop']
"Rich The Kid, Tory Lanez",Tic Toc (with Tory Lanez),778206,778206,158,1,778206,2019-03-15,spotify:track:7cWmR9RLLMY6bj28q4bhvz,Interscope Records,2019-03-15,[]
"Dreamville, J. Cole, Zoink Gang, KEY!, Maxo Kream","Oh Wow...Swerve (with J. Cole feat. Zoink Gang, KEY! & Maxo Kream)",777230,777230,154,1,777230,2019-07-05,spotify:track:7wxDKfgFtRTbupcG4xDhtj,Dreamville/Interscope Records,2019-07-05,['Rap/Hip Hop']
Ellie Goulding,Love I’m Given,777101,777101,159,1,777101,2020-07-17,spotify:track:2EPvkwP4Djr1s59GxAh8tO,Polydor Records,2020-07-17,['Pop']
Bebe Rexha,Sacrifice,776401,776401,197,1,776401,2021-03-05,spotify:track:1RSBK5VWdjPjHEmRhAkS4Q,Warner Records,2021-03-05,['Pop']
6ix9ine,TUTU,776296,776296,174,1,776296,2020-09-04,spotify:track:4We7QlOUIwpt5w8y07Gd0M,Scumgang Records,2020-09-04,['Rap/Hip Hop']
Conan Gray,Overdrive,776212,776212,181,1,776212,2021-02-19,spotify:track:3QyoC6OvQUmpQwQZ18iaTs,Universal Records,2021-02-19,['Pop']
Halsey,Lilith,776212,776212,198,1,776212,2021-08-27,spotify:track:5pteD2j5hzE9qeP8BrVT1o,Capitol Records,2021-08-27,['Alternative']
"Charlie Charles, Sfera Ebbasta, Mahmood, Fabri Fibra","Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)",776158,776158,158,1,776158,2019-04-26,spotify:track:45zJRuzK9e6AO527NOW7Fy,Universal Music Italia srL.,2019-04-26,['Rap/Hip Hop']
OneRepublic,Wild Life,775546,775546,189,1,775546,2020-09-25,spotify:track:6oaQuXiRKqQq9ITJBV1XmC,Mosley Music/Interscope Records,2020-09-25,['Pop']
Nekfeu,Voyage léger,774927,774927,179,1,774927,2019-06-07,spotify:track:0sSvwmaVvkcIARs3uaLmlj,Universal Music Division Carthage Music,2019-06-07,['Rap/Hip Hop']
Juice WRLD,Out My Way,774439,774439,170,1,774439,2019-03-08,spotify:track:0baYVkFX4vIXXmIuHRWXDN,Grade A Productions/Interscope Records,2019-03-08,['Rap/Hip Hop']
Tove Lo,Glad He's Gone,774221,774221,161,1,774221,2019-05-31,spotify:track:6aIAuKNU8JlVaTmoCYYN6U,Universal Music AB,2019-05-31,['Alternative']
DaBaby,Masterpiece,773702,773702,184,1,773702,2021-01-15,spotify:track:26UxwWl9xCb83OynXELJcL,South Coast Music Group/Interscope Records,2021-01-15,['Rap/Hip Hop']
DJ Lucas Beat,ALÔ AMBEV - funk remix,773342,773342,162,1,773342,2021-01-01,spotify:track:4yD8WmB9NJVz1qYLD98iS1,iMusics,2021-01-01,[]
"MERO, BRADO",Träume werden wahr,772902,772902,162,1,772902,2019-03-15,spotify:track:2GxHx0bbc0BK7Z0ChMJUtO,Groove Attack TraX,2019-03-15,['Rap/Hip Hop']
Big Sean,ZTFO,772810,772810,177,1,772810,2020-09-04,spotify:track:0z36JaXXoFXuPuQucKEsdx,"Getting Out Our Dreams, Inc./Def Jam Recordings",2020-09-04,['Rap/Hip Hop']
Polo G,Beautiful Pain (Losin My Mind),772368,772368,152,1,772368,2020-05-15,spotify:track:4SIB2yxKoFOrbkjA4zfQbB,Columbia,2020-05-15,['Rap/Hip Hop']
"Gryffin, Carly Rae Jepsen",OMG (with Carly Rae Jepsen),772189,772189,156,1,772189,2019-08-02,spotify:track:2j9YmQRxtjuVwb4XN95oT8,Darkroom/Geffen Records,2019-08-02,[]
"Morgan Wallen, Ben Burgess",Outlaw (feat. Ben Burgess),771945,771945,176,1,771945,2021-01-08,spotify:track:2NK6dtSujGIyilnEgbw8MX,Big Loud / Republic,2021-01-08,[]
Efendi,Mata Hari,771763,771763,156,1,771763,2021-05-23,spotify:track:3wuvVwA5RaifHz1uqKac8P,BMF Records,2021-05-23,['Pop']
